code,number,team,name,category,source_url
"TUR 6","6","Turkey","Caglar Soyuncu","Jugador","https://scanini.app/es/teams/turkey"
"TUR 7","7","Turkey","Merih Demiral","Jugador","https://scanini.app/es/teams/turkey"
"TUR 8","8","Turkey","Ferdi Kadioglu","Jugador","https://scanini.app/es/teams/turkey"
"TUR 9","9","Turkey","Kaan Ayhan","Jugador","https://scanini.app/es/teams/turkey"
"TUR 10","10","Turkey","Ismail Yuksek","Jugador","https://scanini.app/es/teams/turkey"
"TUR 11","11","Turkey","Hakan Calhanoglu","Jugador","https://scanini.app/es/teams/turkey"
"TUR 12","12","Turkey","Orkun Kokcu","Jugador","https://scanini.app/es/teams/turkey"
"TUR 13","13","Turkey","Foto del equipo de Turkey","Equipo","https://scanini.app/es/teams/turkey"
"TUR 14","14","Turkey","Arda Guler","Jugador","https://scanini.app/es/teams/turkey"
"TUR 15","15","Turkey","Irfan Can Kahveci","Jugador","https://scanini.app/es/teams/turkey"
"TUR 16","16","Turkey","Yunus Akgun","Jugador","https://scanini.app/es/teams/turkey"
"TUR 17","17","Turkey","Can Uzun","Jugador","https://scanini.app/es/teams/turkey"
"TUR 18","18","Turkey","Baris Alper Yilmaz","Jugador","https://scanini.app/es/teams/turkey"
"TUR 19","19","Turkey","Kerem Akturkoglu","Jugador","https://scanini.app/es/teams/turkey"
"TUR 20","20","Turkey","Kenan Yildiz","Jugador","https://scanini.app/es/teams/turkey"
"URU 1","1","Uruguay","Escudo de Uruguay","Escudo","https://scanini.app/es/teams/uruguay"
"URU 2","2","Uruguay","Sergio Rochet","Jugador","https://scanini.app/es/teams/uruguay"
"URU 3","3","Uruguay","Santiago Mele","Jugador","https://scanini.app/es/teams/uruguay"
"URU 4","4","Uruguay","Ronald Araujo","Jugador","https://scanini.app/es/teams/uruguay"
"URU 5","5","Uruguay","José María Giménez","Jugador","https://scanini.app/es/teams/uruguay"
"URU 6","6","Uruguay","Sebastian Caceres","Jugador","https://scanini.app/es/teams/uruguay"
"URU 7","7","Uruguay","Mathias Olivera","Jugador","https://scanini.app/es/teams/uruguay"
"URU 8","8","Uruguay","Guillermo Varela","Jugador","https://scanini.app/es/teams/uruguay"
"URU 9","9","Uruguay","Nahitan Nandez","Jugador","https://scanini.app/es/teams/uruguay"
"URU 10","10","Uruguay","Federico Valverde","Jugador","https://scanini.app/es/teams/uruguay"
"URU 11","11","Uruguay","Giorgian De Arrascaeta","Jugador","https://scanini.app/es/teams/uruguay"
"URU 12","12","Uruguay","Rodrigo Bentancur","Jugador","https://scanini.app/es/teams/uruguay"
"URU 13","13","Uruguay","Foto del equipo de Uruguay","Equipo","https://scanini.app/es/teams/uruguay"
"URU 14","14","Uruguay","Manuel Ugarte","Jugador","https://scanini.app/es/teams/uruguay"
"URU 15","15","Uruguay","Nicolás de la Cruz","Jugador","https://scanini.app/es/teams/uruguay"
"URU 16","16","Uruguay","Maxi Araujo","Jugador","https://scanini.app/es/teams/uruguay"
"URU 17","17","Uruguay","Darwin Núñez","Jugador","https://scanini.app/es/teams/uruguay"
"URU 18","18","Uruguay","Federico Viñas","Jugador","https://scanini.app/es/teams/uruguay"
"URU 19","19","Uruguay","Rodrigo Aguirre","Jugador","https://scanini.app/es/teams/uruguay"
"URU 20","20","Uruguay","Facundo Pellistri","Jugador","https://scanini.app/es/teams/uruguay"
"USA 1","1","United States","Escudo de United States","Escudo","https://scanini.app/es/teams/united-states"
"USA 2","2","United States","Math Freese","Jugador","https://scanini.app/es/teams/united-states"
"USA 3","3","United States","Chris Richards","Jugador","https://scanini.app/es/teams/united-states"
"USA 4","4","United States","Tim Ream","Jugador","https://scanini.app/es/teams/united-states"
"USA 5","5","United States","Mark McKenzie","Jugador","https://scanini.app/es/teams/united-states"
"USA 6","6","United States","Alex Freeman","Jugador","https://scanini.app/es/teams/united-states"
"USA 7","7","United States","Antonee Robinson","Jugador","https://scanini.app/es/teams/united-states"
"USA 8","8","United States","Tyler Adams","Jugador","https://scanini.app/es/teams/united-states"
"USA 9","9","United States","Tanner Tessmann","Jugador","https://scanini.app/es/teams/united-states"
"USA 10","10","United States","Weston McKenny","Jugador","https://scanini.app/es/teams/united-states"
"USA 11","11","United States","Christian Roldan","Jugador","https://scanini.app/es/teams/united-states"
"USA 12","12","United States","Timothy Weah","Jugador","https://scanini.app/es/teams/united-states"
"USA 13","13","United States","Foto del equipo de United States","Equipo","https://scanini.app/es/teams/united-states"
"USA 14","14","United States","Diego Luna","Jugador","https://scanini.app/es/teams/united-states"
"USA 15","15","United States","Malik Tillman","Jugador","https://scanini.app/es/teams/united-states"
"USA 16","16","United States","Christian Pulisic","Jugador","https://scanini.app/es/teams/united-states"
"USA 17","17","United States","Brenden Aaronson","Jugador","https://scanini.app/es/teams/united-states"
"USA 18","18","United States","Ricardo Pepi","Jugador","https://scanini.app/es/teams/united-states"
"USA 19","19","United States","Haji Wright","Jugador","https://scanini.app/es/teams/united-states"
"USA 20","20","United States","Folarin Balogun","Jugador","https://scanini.app/es/teams/united-states"
"UZB 1","1","Uzbekistan","Escudo de Uzbekistan","Escudo","https://scanini.app/es/teams/uzbekistan"
"UZB 2","2","Uzbekistan","Utkir Yusupov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 3","3","Uzbekistan","Farrukh Savfiev","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 4","4","Uzbekistan","Sherzod Nasrullaev","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 5","5","Uzbekistan","Umar Eshmurodov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 6","6","Uzbekistan","Husniddin Aliqulov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 7","7","Uzbekistan","Rustamjon Ashurmatov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 8","8","Uzbekistan","Khojiakbar Alijonov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 9","9","Uzbekistan","Abdukodir Khusanov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 10","10","Uzbekistan","Odiljon Hamrobekov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 11","11","Uzbekistan","Otabek Shukurov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 12","12","Uzbekistan","Jamshid Iskanderov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 13","13","Uzbekistan","Foto del equipo de Uzbekistan","Equipo","https://scanini.app/es/teams/uzbekistan"
"UZB 14","14","Uzbekistan","Azizbek Turgunboev","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 15","15","Uzbekistan","Khojimat Erkinov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 16","16","Uzbekistan","Eldor Shomurodov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 17","17","Uzbekistan","Oston Urunov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 18","18","Uzbekistan","Jaloliddin Masharipov","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 19","19","Uzbekistan","Igor Sergeev","Jugador","https://scanini.app/es/teams/uzbekistan"
"UZB 20","20","Uzbekistan","Abbosbek Fayzullaev","Jugador","https://scanini.app/es/teams/uzbekistan"
